ECG,EDA,Photosensor,RSP
-0.015869140625,13.196867709029974,5.0,0.7789306640625
-0.0117034912109375,13.197172884811224,5.0,0.777587890625
-0.009765625,13.197020296920599,5.0,0.777435302734375
-0.0133209228515625,13.197630648483099,5.0,0.777557373046875
-0.00958251953125,13.196715121139349,5.0,0.775299072265625
-0.006622314453125,13.186796908248724,5.0,0.774932861328125
-0.00634765625,13.185576205123724,5.0,0.77484130859375
-0.006744384765625,13.184813265670599,5.0,0.775146484375
-0.00225830078125,13.184965853561224,5.0,0.774932861328125
-0.0051727294921875,13.184813265670599,5.0,0.772735595703125
-0.0040740966796875,13.184050326217474,5.0,0.772613525390625
-0.0019073486328125,13.182677035201849,5.0,0.772491455078125
0.002471923828125,13.185118441451849,5.0,0.7724609375
0.0035247802734375,13.185271029342474,5.0,0.772552490234375
0.006866455078125,13.183897738326849,5.0,0.7728271484375
0.0088348388671875,13.183287386764349,5.0,0.772613525390625
0.014251708984375,13.184355501998724,5.0,0.772491455078125
0.0133514404296875,13.183897738326849,5.0,0.770263671875
0.0188140869140625,13.184050326217474,5.0,0.770263671875
0.0155181884765625,13.184050326217474,5.0,0.770172119140625
0.017120361328125,13.185423617233099,5.0,0.770416259765625
0.015533447265625,13.186339144576849,5.0,0.769989013671875
0.0126953125,13.184660677779974,5.0,0.770050048828125
0.0118560791015625,13.184355501998724,5.0,0.77001953125
0.015045166015625,13.184660677779974,5.0,0.77032470703125
0.0092010498046875,13.185118441451849,5.0,0.77020263671875
0.009613037109375,13.184508089889349,5.0,0.7701416015625
0.0098876953125,13.185118441451849,5.0,0.77008056640625
0.0148162841796875,13.184660677779974,5.0,0.770294189453125
0.009674072265625,13.184202914108099,5.0,0.77001953125
0.0067291259765625,13.184050326217474,5.0,0.770111083984375
0.00909423828125,13.183897738326849,5.0,0.7706298828125
0.017669677734375,13.185576205123724,5.0,0.772430419921875
0.01788330078125,13.185271029342474,5.0,0.77288818359375
0.022308349609375,13.185118441451849,5.0,0.773529052734375
0.0313720703125,13.185881380904974,5.0,0.774932861328125
0.03387451171875,13.184660677779974,5.0,0.775726318359375
0.0136566162109375,13.184660677779974,5.0,0.77734375
0.00048828125,13.184050326217474,5.0,0.779449462890625
-0.008453369140625,13.185118441451849,5.0,0.780548095703125
-0.0086669921875,13.184965853561224,5.0,0.78271484375
-0.0127716064453125,13.186186556686224,5.0,0.78485107421875
-0.01641845703125,13.185118441451849,5.0,0.7874755859375
-0.01806640625,13.185576205123724,5.0,0.789794921875
-0.0111236572265625,13.185118441451849,5.0,0.79241943359375
-0.0428466796875,13.185728793014349,5.0,0.795196533203125
-0.0517730712890625,13.186186556686224,5.0,0.798370361328125
0.06585693359375,13.184508089889349,5.0,0.801513671875
0.3202667236328125,13.184508089889349,5.0,0.8052978515625
0.61309814453125,13.184813265670599,5.0,0.80859375
0.43145751953125,13.184508089889349,5.0,0.81268310546875
-0.1178436279296875,13.185728793014349,5.0,0.81640625
-0.3875274658203125,13.182677035201849,5.0,0.820159912109375
-0.365020751953125,13.172148470748724,5.0,0.82452392578125
-0.2183380126953125,13.173063998092474,5.0,0.828887939453125
-0.087554931640625,13.172148470748724,5.0,0.833740234375
-0.01275634765625,13.171538119186224,5.0,0.83856201171875
0.0104217529296875,13.172148470748724,5.0,0.843719482421875
0.0219879150390625,13.172453646529974,5.0,0.8486328125
0.0233917236328125,13.173369173873724,5.0,0.853485107421875
0.0342254638671875,13.172148470748724,5.0,0.85858154296875
0.03466796875,13.171995882858099,5.0,0.86395263671875
0.036346435546875,13.173521761764349,5.0,0.869049072265625
0.0357208251953125,13.172758822311224,5.0,0.874237060546875
0.044281005859375,13.173063998092474,5.0,0.880157470703125
0.04742431640625,13.172758822311224,5.0,0.8857421875
0.0563507080078125,13.171690707076849,5.0,0.89178466796875
0.0603485107421875,13.172453646529974,5.0,0.89801025390625
0.074066162109375,13.172148470748724,5.0,0.90411376953125
0.085601806640625,13.171690707076849,5.0,0.9105224609375
0.1002197265625,13.172606234420599,5.0,0.917633056640625
0.1130523681640625,13.172148470748724,5.0,0.92401123046875
0.1273956298828125,13.172148470748724,5.0,0.931243896484375
0.1260223388671875,13.172301058639349,5.0,0.938232421875
0.1282958984375,13.172453646529974,5.0,0.944976806640625
0.1085357666015625,13.172758822311224,5.0,0.952178955078125
0.0616302490234375,13.171843294967474,5.0,0.959564208984375
-0.009918212890625,13.171690707076849,5.0,0.966339111328125
-0.078338623046875,13.172453646529974,5.0,0.973419189453125
-0.13507080078125,13.171690707076849,5.0,0.980255126953125
-0.1685638427734375,13.173521761764349,5.0,0.986907958984375
-0.1873321533203125,13.171843294967474,5.0,0.99383544921875
-0.1891632080078125,13.172911410201849,5.0,1.000823974609375
-0.1870574951171875,13.172453646529974,5.0,1.007598876953125
-0.1711578369140625,13.172148470748724,5.0,1.0142822265625
-0.1542816162109375,13.172758822311224,5.0,1.020965576171875
-0.1374053955078125,13.172758822311224,5.0,1.027618408203125
-0.125396728515625,13.172606234420599,5.0,1.03411865234375
-0.1081085205078125,13.173521761764349,5.0,1.04107666015625
-0.096923828125,13.171995882858099,5.0,1.0479736328125
-0.08074951171875,13.172148470748724,5.0,1.055023193359375
-0.0697784423828125,13.172453646529974,5.0,1.0618896484375
-0.056182861328125,13.163603548873724,5.0,1.068878173828125
-0.0507965087890625,13.161009554733099,5.0,1.075836181640625
-0.0478363037109375,13.159788851608099,5.0,1.0828857421875
-0.0401458740234375,13.159636263717474,5.0,1.09033203125
-0.032440185546875,13.159941439498724,5.0,1.097625732421875
-0.0296173095703125,13.160094027389349,5.0,1.105010986328125
-0.0260162353515625,13.160704378951849,5.0,1.11273193359375
-0.0266265869140625,13.160856966842474,5.0,1.120269775390625
-0.02130126953125,13.159483675826849,5.0,1.128265380859375
-0.020721435546875,13.159483675826849,5.0,1.1358642578125
-0.0147247314453125,13.160856966842474,5.0,1.143768310546875
-0.016754150390625,13.160094027389349,5.0,1.151580810546875
-0.0144805908203125,13.160399203170599,5.0,1.159820556640625
